Date,SourceURL,Actor1Name,Actor2Name,EventCode,GoldsteinScale,AvgTone
2025-09-18,https://www.zonebourse.com/actualite-bourse/electrolux-annonce-la-composition-de-son-comite-de-nomination-trois-nouveaux-membres-ce7d58d9dd8af226,MANUFACTURER,STOCKHOLM,46,7.0,0.0
2025-09-18,https://www.zonebourse.com/actualite-bourse/electrolux-annonce-la-composition-de-son-comite-de-nomination-trois-nouveaux-membres-ce7d58d9dd8af226,STOCKHOLM,MANUFACTURER,46,7.0,0.0
2025-09-18,https://www.prnewswire.com/news-releases/nomination-committee-appointed-for-ab-electrolux-annual-general-meeting-2026-302560566.html,STOCKHOLM,UNKNOWN,36,4.0,0.380964820619993
2025-09-18,https://www.prnewswire.com/news-releases/nomination-committee-appointed-for-ab-electrolux-annual-general-meeting-2026-302560566.html,UNKNOWN,STOCKHOLM,36,4.0,0.380964820619993
2025-09-18,https://www.globalsecurity.org/military/library/news/2025/09/mil-250916-govse01.htm,STOCKHOLM,BRAZILIAN,40,1.0,1.92307692307692
2025-09-18,https://www.globalsecurity.org/military/library/news/2025/09/mil-250916-govse01.htm,BRAZILIAN,STOCKHOLM,40,1.0,1.92307692307692
2025-09-18,https://www.globalsecurity.org/military/library/news/2025/09/mil-250916-govse01.htm,BRAZIL,STOCKHOLM,40,1.0,1.92307692307692
2025-09-14,https://alsat.mk/lufte-berthamore-a-mund-te-perballoni-mbijetesen-sa-kushtojne-bunkeret-private-ne-te-gjithe-evropen/,STOCKHOLM,UNKNOWN,43,2.8,-0.41039671682626
2025-09-13,https://www.zonebourse.com/actualite-bourse/jamieson-greer-ustr-participera-a-madrid-a-des-discussions-avec-des-responsables-chinois-sur-le-co-ce7d59d3df8cf121,STOCKHOLM,UNKNOWN,43,2.8,-1.21457489878543
2025-09-13,https://www.zonebourse.com/actualite-bourse/jamieson-greer-ustr-participera-a-madrid-a-des-discussions-avec-des-responsables-chinois-sur-le-co-ce7d59d3df8cf121,UNKNOWN,STOCKHOLM,42,1.9,-1.21457489878543
2025-09-14,https://www.wsls.com/business/2025/09/14/china-launches-probes-targeting-us-semiconductors-ahead-of-madrid-trade-talks/,CHINA,STOCKHOLM,10,0.0,-1.75
2025-09-14,http://www.econotimes.com/China-Launches-Chip-Trade-Probe-Ahead-of-US-Talks-in-Spain-1720518,STOCKHOLM,MADRID,40,1.0,-5.3156146179402
2025-09-14,https://alsat.mk/lufte-berthamore-a-mund-te-perballoni-mbijetesen-sa-kushtojne-bunkeret-private-ne-te-gjithe-evropen/,UNKNOWN,STOCKHOLM,42,1.9,-0.41039671682626
2025-09-14,http://www.econotimes.com/China-Launches-Chip-Trade-Probe-Ahead-of-US-Talks-in-Spain-1720518,MADRID,STOCKHOLM,40,1.0,-5.3156146179402
2025-09-13,https://www.in.gr/2025/09/13/economy/diethnis-oikonomia/dasmoi-nees-synomilies-ipa-kinas-stin-ispaniki-proteyousa/,UNKNOWN,STOCKHOLM,40,1.0,-0.5449591280654
2025-09-13,https://biztoc.com/x/3bde08c9875bf8f7,STOCKHOLM,COMPANIES,331,5.2,0.0
2025-09-13,https://www.aol.co.uk/articles/natalie-massenet-erik-torstensson-former-110322965.html,STOCKHOLM,UNKNOWN,10,0.0,2.44498777506112
2025-09-13,https://wattsupwiththat.com/2019/12/15/no-seat-climate-brat-greta-thunberg-learns-the-hard-way-why-most-people-prefer-to-fly/,STOCKHOLM,UNKNOWN,36,4.0,-3.61111111111111
2025-09-12,https://oilprice.com/Geopolitics/International/Russia-and-Belarus-Launch-Major-Military-Drills.html,BELARUS,STOCKHOLM,190,-10.0,-2.93560606060606
2025-09-12,https://www.omnia.com.mx/noticia/396264/el-salvador-es-el-pais-con-deterioro-mas-rapido-de-la-democracia-en-america-lati,PANAMA,STOCKHOLM,10,0.0,-3.89908256880734
2025-09-13,https://listindiario.com/las-mundiales/20250912/salvador-pais-deterioro-mas-rapido-democracia-america-latina-informe_874085.html,PANAMA,STOCKHOLM,10,0.0,-3.9080459770115
2025-09-13,https://www.lanacion.com.py/mundo/2025/09/12/informe-critican-a-bukele-el-deterioro-mas-rapido-de-la-democracia-en-america-latina/,PANAMA,STOCKHOLM,10,0.0,-4.48877805486284
2025-09-13,https://english.kyodonews.net:443/articles/-/60996,STOCKHOLM,JAPAN,172,-5.0,-2.0746887966805
2025-09-12,https://blueprint.ng/livestock-ministry-rea-partner-on-renewable-energy-at-grazing-reserves/,MINIST OF LIVESTOCK,ABUJA,13,0.4,4.97076023391813
2025-09-12,https://blueprint.ng/livestock-ministry-rea-partner-on-renewable-energy-at-grazing-reserves/,MINIST OF LIVESTOCK,NIGERIA,57,8.0,4.97076023391813
2025-09-12,https://blueprint.ng/livestock-ministry-rea-partner-on-renewable-energy-at-grazing-reserves/,NIGERIA,MINIST OF LIVESTOCK,57,8.0,4.97076023391813
2025-09-13,https://wattsupwiththat.com/2019/12/15/no-seat-climate-brat-greta-thunberg-learns-the-hard-way-why-most-people-prefer-to-fly/,UNKNOWN,STOCKHOLM,36,4.0,-3.61111111111111
2025-09-13,https://www.elconfidencial.com/cultura/2025-09-13/historia-palabra-genocidio-vocablo-guerra-palestina-hecho-polemico_4206977/,COLLEGE,STOCKHOLM,111,-2.0,-8.14299900695134
2025-09-12,https://24tv.ua/geopolitics/ru/inostrannye-vojska-v-ukraine-kuda-ih-napravjat-i-budet-li-ugrozhat-im-rossija-geopolitika-24-kanal_n2913487,STOCKHOLM,EUROPE,10,0.0,-2.60663507109005
2025-09-14,https://www.naftemporiki.gr/finance/world/2005734/stin-ispania-antiprosopeies-ton-ipa-kai-tis-kinas-gia-emporikes-diapragmateyseis/,STOCKHOLM,UNKNOWN,40,1.0,-2.2289766970618
2025-09-15,https://thewest.com.au/travel/cruisers-enamoured-with-star-studded-europe--c-19752258,STOCKHOLM,UNKNOWN,43,2.8,5.78673602080625
2025-09-15,https://www.elmundo.es/economia/2025/09/14/68c69ef0e85ece811d8b4580.html,STOCKHOLM,UNKNOWN,50,3.5,-2.61382799325464
2025-09-14,https://oilreview.kiev.ua/2025/09/14/z-dnem-pracivnikiv-naftovo%D1%97-gazovo%D1%97-ta-naftopererobno%D1%97-promislovosti-ukra%D1%97ni/,STOCKHOLM,UNKNOWN,51,3.4,2.23463687150838
2025-09-14,https://www.capital.gr/diethni/3944244/simera-o-tetartos-kuklos-sinoamerikanikon-sunomilion-gia-emporiki-sumfonia-sti-madriti/,STOCKHOLM,UNKNOWN,40,1.0,-1.05960264900662
2025-09-15,https://www.elmundo.es/economia/2025/09/14/68c69ef0e85ece811d8b4580.html,STOCKHOLM,UNKNOWN,42,1.9,-2.61382799325464
2025-09-14,https://thenationonlineng.net/fg-to-convert-417-grazing-reserves-into-modern-livestock-villages/,MINIST OF LIVESTOCK,UNKNOWN,10,0.0,3.29670329670329
2025-09-14,https://www.arabnews.com/node/2615256/pakistan,CHINA,STOCKHOLM,61,6.4,2.86624203821656
2025-09-14,https://www.scmp.com/economy/global-economy/article/3325494/china-us-trade-delegations-kick-fourth-round-talks-madrid,STOCKHOLM,CHINESE,46,7.0,0.0
2025-09-15,https://timesofindia.indiatimes.com/world/us/up-to-china-donald-trump-leaves-tiktoks-us-ban-in-doubt-hints-at-a-factor-that-could-save-app/articleshow/123889597.cms,CHINA,STOCKHOLM,125,-5.0,-2.70880361173815
2025-09-15,https://thewest.com.au/travel/cruisers-enamoured-with-star-studded-europe--c-19752258,STOCKHOLM,UNESCO,43,2.8,5.78673602080625
2025-09-15,https://thewest.com.au/travel/cruisers-enamoured-with-star-studded-europe--c-19752258,UNKNOWN,STOCKHOLM,42,1.9,5.78673602080625
2025-09-15,https://thewest.com.au/travel/cruisers-enamoured-with-star-studded-europe--c-19752258,UNESCO,STOCKHOLM,42,1.9,5.78673602080625
2025-09-14,https://www.naftemporiki.gr/finance/world/2005734/stin-ispania-antiprosopeies-ton-ipa-kai-tis-kinas-gia-emporikes-diapragmateyseis/,UNKNOWN,STOCKHOLM,40,1.0,-2.2289766970618
2025-09-15,https://www.elmundo.es/economia/2025/09/14/68c69ef0e85ece811d8b4580.html,UNKNOWN,STOCKHOLM,43,2.8,-2.61382799325464
2025-09-15,https://www.elmundo.es/economia/2025/09/14/68c69ef0e85ece811d8b4580.html,UNKNOWN,STOCKHOLM,50,3.5,-2.61382799325464
2025-09-14,"https://www.wnp.pl/rynki/hiszpania-w-madrycie-rozpoczela-sie-czwarta-runda-rozmow-handlowych-miedzy-usa-a-chinami,984198.html",STOCKHOLM,LONDON,40,1.0,-1.73611111111111
2025-09-14,https://www.scmp.com/economy/global-economy/article/3325494/china-us-trade-delegations-kick-fourth-round-talks-madrid,CHINESE,STOCKHOLM,46,7.0,0.0
2025-09-14,https://www.dw.com/ru/kitaj-nacal-rassledovania-v-otnosenii-ssa-na-fone-spora-o-mikrocipah/a-73989117,CHINA,STOCKHOLM,10,0.0,-2.56410256410257
2025-09-14,https://evz.ro/suedia-anunta-cea-mai-dura-lege-din-europa-migratie-limitata-reguli-stricte.html,GOVERNMENT,STOCKHOLM,70,7.0,-4.09638554216868
2025-09-14,https://indianexpress.com/article/world/us-china-talks-spain-trade-irritants-tiktok-deadline-10249702/,LONDON,STOCKHOLM,40,1.0,-1.69491525423729
2025-09-14,"https://www.wnp.pl/rynki/hiszpania-w-madrycie-rozpoczela-sie-czwarta-runda-rozmow-handlowych-miedzy-usa-a-chinami,984198.html",LONDON,STOCKHOLM,40,1.0,-1.73611111111111
2025-09-14,https://www.globaltimes.cn/page/202509/1343479.shtml,THE US,STOCKHOLM,10,0.0,-1.83946488294314
2025-09-14,https://www.webpronews.com/fredrik-eklunds-rise-from-adult-films-to-15b-real-estate-empire/,NEW YORK CITY,STOCKHOLM,43,2.8,0.6861063464837
2025-09-15,https://www.newsweek.com/trump-expected-extend-tiktok-divestment-deadline-again-2129751,SPAIN,STOCKHOLM,125,-5.0,-2.81425891181988
2025-09-14,https://indianexpress.com/article/world/us-china-talks-spain-trade-irritants-tiktok-deadline-10249702/,STOCKHOLM,LONDON,40,1.0,-1.69491525423729
2025-09-14,"https://www.wnp.pl/rynki/niedzielne-negocjacje-w-madrycie-delegacje-usa-i-chin-rozmawiaja-o-handlu-fentanylu-i-tiktoku,984198.html",STOCKHOLM,LONDON,40,1.0,-1.52439024390244
2025-09-15,https://timesofindia.indiatimes.com/world/us/up-to-china-donald-trump-leaves-tiktoks-us-ban-in-doubt-hints-at-a-factor-that-could-save-app/articleshow/123889597.cms,STOCKHOLM,LONDON,125,-5.0,-2.70880361173815
2025-09-14,https://www.capital.gr/diethni/3944244/simera-o-tetartos-kuklos-sinoamerikanikon-sunomilion-gia-emporiki-sumfonia-sti-madriti/,UNKNOWN,STOCKHOLM,40,1.0,-1.05960264900662
2025-09-14,https://thenationonlineng.net/fg-to-convert-417-grazing-reserves-into-modern-livestock-villages/,MINIST OF LIVESTOCK,NIGERIA,10,0.0,3.29670329670329
2025-09-14,https://www.webpronews.com/fredrik-eklunds-rise-from-adult-films-to-15b-real-estate-empire/,STOCKHOLM,NEW YORK CITY,42,1.9,0.6861063464837
2025-09-15,https://urbanland.uli.org/design-planning/ten-exceptional-projects-named-as-2025-uli-europe-awards-for-excellence-finalists,STOCKHOLM,UNKNOWN,51,3.4,3.78469301934398
2025-09-15,https://www.thelocal.de/20250617/in-which-german-cities-are-the-residents-the-happiest,ROSTOCK,UNKNOWN,51,3.4,5.69395017793594
2025-09-15,https://fr.euronews.com/my-europe/2025/09/15/stockholm-accuse-orban-de-mensonges-scandaleux-sur-son-systeme-judiciaire,STOCKHOLM,UNKNOWN,112,-2.0,-7.58064516129032
2025-09-15,https://www.oikoumene.org/news/resisting-war-conference-brings-theological-insights-to-todays-fraught-world,STOCKHOLM,UNKNOWN,51,3.4,-1.84659090909091
2025-09-15,https://www.lrt.lt/naujienos/verslas/4/2678076/kesko-senuku-vadovo-arturo-rakausko-ir-kesko-gincas-suomijoje-dar-nebaigtas,STOCKHOLM,UNKNOWN,20,3.0,-0.80385852090032
2025-09-15,https://news.day.az/world/1780517.html,STOCKHOLM,UNKNOWN,46,7.0,-1.66666666666667
2025-09-15,https://www.newsbomb.gr/kosmos/story/1679507/tik-tok-eimaste-konta-se-symfonia-me-tin-kina-leei-o-besent,STOCKHOLM,UNKNOWN,43,2.8,0.35523978685613
2025-09-15,https://thesun.my/world-news/us-and-china-near-tiktok-deal-in-madrid-trade-talks-bessent-says-GM14902307,STOCKHOLM,UNKNOWN,43,2.8,-0.17452006980803
2025-09-15,https://www.dcnews.ro/sua-si-china-aproape-de-un-acord-privind-aplicatia-tiktok-dupa-negocierile-de-la-madrid_1007138.html,STOCKHOLM,UNKNOWN,43,2.8,1.71428571428571
2025-09-15,https://www.dn.se/brandstudio/polestar/familjen-akte-genom-hela-europa-i-elbil-bekvamaste-bilresan-vi-gjort/,STOCKHOLM,UNKNOWN,42,1.9,-1.31233595800525
2025-09-15,https://www.dcnews.ro/sua-si-china-aproape-de-un-acord-privind-aplicatia-tiktok-dupa-negocierile-de-la-madrid_1007138.html,UNKNOWN,STOCKHOLM,42,1.9,1.71428571428571
2025-09-15,https://www.aljazeera.com/economy/2025/9/15/us-china-talk-trade-amid-threats-over-russian-oil-tiktok-ban,CHINA,STOCKHOLM,46,7.0,-1.5647226173542
2025-09-15,https://www.aljazeera.com/economy/2025/9/15/us-china-talk-trade-amid-threats-over-russian-oil-tiktok-ban,STOCKHOLM,CHINA,46,7.0,-1.5647226173542
2025-09-15,https://www.aljazeera.com/economy/2025/9/15/us-china-talk-trade-amid-threats-over-russian-oil-tiktok-ban,STOCKHOLM,CHINESE,46,7.0,-1.5647226173542
2025-09-15,https://thesun.my/world-news/us-and-china-near-tiktok-deal-in-madrid-trade-talks-bessent-says-GM14902307,UNKNOWN,STOCKHOLM,42,1.9,-0.17452006980803
2025-09-15,https://macaudailytimes.com.mo/china-launches-probes-targeting-us-semiconductors-ahead-of-madrid-trade-talks.html,CHINA,STOCKHOLM,10,0.0,-1.90023752969121
2025-09-15,https://www.lrt.lt/naujienos/verslas/4/2678076/kesko-senuku-vadovo-arturo-rakausko-ir-kesko-gincas-suomijoje-dar-nebaigtas,LITHUANIA,STOCKHOLM,38,7.0,-0.80385852090032
2025-09-15,https://www.stern.de/gesellschaft/regional/mecklenburg-vorpommern/tierseuche--backhaus-mahnt-nach-vogelgrippe-fall-zu-besonderer-vorsicht-36055430.html,ROSTOCK,MINIST,20,3.0,-2.803738317757
2025-09-15,https://www.zeit.de/news/2025-09/15/magdeburg-attentaeter-nahm-schon-frueher-starke-medikamente,POLICE,ROSTOCK,20,3.0,-1.69971671388102
2025-09-15,https://tribuneonlineng.com/fg-uniabuja-veterinary-students-partner-to-tackle-antimicrobial-resistance-crisis/,NIGERIA,MINIST OF LIVESTOCK,51,3.4,-0.47318611987382
2025-09-15,https://www.butlereagle.com/20250915/china-launches-probes-targeting-us-semiconductors-ahead-of-madrid-trade-talks/,SPAIN,STOCKHOLM,10,0.0,-1.45833333333334
2025-09-15,https://www.kuna.net.kw/ArticleDetails.aspx?id=3248532&language=ar,STOCKHOLM,PRESIDENT,70,7.0,-3.57142857142857
2025-09-15,https://news.day.az/world/1780517.html,UNKNOWN,STOCKHOLM,46,7.0,-1.66666666666667
2025-09-15,https://www.aljazeera.com/economy/2025/9/15/us-china-talk-trade-amid-threats-over-russian-oil-tiktok-ban,CHINESE,STOCKHOLM,46,7.0,-1.5647226173542
2025-09-15,https://www.oikoumene.org/news/resisting-war-conference-brings-theological-insights-to-todays-fraught-world,LECTURER,STOCKHOLM,20,3.0,-1.84659090909091
2025-09-08,https://pakobserver.net/swedens-health-minister-lann-collapses-before-journalists-in-first-presser/,STOCKHOLM,HEALTH MINIST,60,6.0,-2.04081632653061
2025-09-08,https://pakobserver.net/swedens-health-minister-lann-collapses-before-journalists-in-first-presser/,STOCKHOLM,SWEDEN,60,6.0,-2.04081632653061
2025-09-15,https://www.euronews.com/my-europe/2025/09/15/swedish-prime-minister-rebuffs-orbans-child-assassin-claims-as-outrageous-lies,STOCKHOLM,SWEDEN,14,0.0,-10.8585858585859
2025-09-15,https://www.euronews.com/my-europe/2025/09/15/swedish-prime-minister-rebuffs-orbans-child-assassin-claims-as-outrageous-lies,STOCKHOLM,CRIMINAL,14,0.0,-10.8585858585859
2025-09-15,https://www.golosarmenii.am/%D0%B0%D0%B4%D0%B2%D0%BE%D0%BA%D0%B0%D1%82%D1%8B-%D0%BA%D0%B0%D1%80%D0%B0%D0%BF%D0%B5%D1%82%D1%8F%D0%BD%D0%B0-%D0%BF%D0%BE%D0%B4%D0%B0%D0%B4%D1%83%D1%82-%D1%81%D0%BE%D0%BE%D0%B1%D1%89%D0%B5%D0%BD/,PUBLICATION,STOCKHOLM,10,0.0,0.0
2025-09-15,https://www.finanznachrichten.de/nachrichten-2025-09/66433826-4ig-group-and-elisa-polystar-announce-expanded-partnership-to-enhance-network-service-performance-and-customer-experience-008.htm,STOCKHOLM,HUNGARY,90,-2.0,3.61552028218695
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,GENEVA,STOCKHOLM,30,4.0,-2.46575342465753
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,LONDON,STOCKHOLM,30,4.0,-2.46575342465753
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,LONDON,STOCKHOLM,46,7.0,-2.46575342465753
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,STOCKHOLM,GENEVA,30,4.0,-2.46575342465753
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,STOCKHOLM,LONDON,30,4.0,-2.46575342465753
2025-09-15,https://www.firstpost.com/world/as-china-us-negotiate-trade-deal-in-spain-beijing-probes-american-chips-over-dumping-charges-13933863.html,STOCKHOLM,LONDON,46,7.0,-2.46575342465753
2025-09-15,https://www.newsbomb.gr/kosmos/story/1679507/tik-tok-eimaste-konta-se-symfonia-me-tin-kina-leei-o-besent,UNKNOWN,STOCKHOLM,42,1.9,0.35523978685613
2025-09-15,https://www.nordkurier.de/regional/rostock/bringt-wasserstoff-fuer-europa-und-rostock-die-energiewende-3926217,ROSTOCK,UNKNOWN,311,5.2,1.14942528735632
2025-09-16,https://proletaren.se/artikel/israelisk-soldat-forelaste-i-stockholm-hogerdebattorer-sprider-desinformation/,STOCKHOLM,UNKNOWN,42,1.9,-6.08228980322004
2025-09-16,https://oilreview.kiev.ua/2025/09/16/yes-mizh-obicyankami-ta-realnistyu-deshevij-rosijskij-spg-i-konkurenciya-na-energetichnix-rinkax/,STOCKHOLM,UNKNOWN,51,3.4,2.18579234972677
2025-09-16,https://www.thestar.com.my/business/business-news/2025/09/16/trump039s-trade-war-with-china-in-2025,CHINESE,STOCKHOLM,26,4.0,-3.29218106995885
2025-09-16,http://today.az/news/regions/261999.html,HUNGARIAN,STOCKHOLM,112,-2.0,-9.09090909090908
2025-09-16,https://www.verkkouutiset.fi/a/tama-on-kuvottavaa-ruotsin-ministerit-ryopyttavat-palestiina-aktivisteja/,PROTESTER,STOCKHOLM,42,1.9,-0.43859649122807
2025-09-16,https://thenationonlineng.net/fg-to-relocate-cattle-from-abuja-to-grazing-reserves/,MINIST OF LIVESTOCK,MEDIA,10,0.0,3.21931589537223
2025-09-16,https://www.peoplesdailyng.com/fg-to-relocate-cattle-from-abuja-to-grazing-reserves/,MINIST OF LIVESTOCK,MEDIA,10,0.0,3.34029227557412
2025-09-16,https://proletaren.se/artikel/israelisk-soldat-forelaste-i-stockholm-hogerdebattorer-sprider-desinformation/,UNKNOWN,STOCKHOLM,43,2.8,-6.08228980322004
2025-09-16,http://today.az/news/regions/261999.html,HUNGARIAN,STOCKHOLM,111,-2.0,-9.09090909090908
2025-09-16,https://www.verkkouutiset.fi/a/tama-on-kuvottavaa-ruotsin-ministerit-ryopyttavat-palestiina-aktivisteja/,STOCKHOLM,PROTESTER,43,2.8,-0.43859649122807
2025-09-16,https://www.dn.se/debatt/det-gar-inte-att-fortsatta-underfinansiera-sjukvarden/,PREMIER,STOCKHOLM,174,-5.0,-0.7843137254902
